Institution,Gender,Height_inches,On_Campus,Total_Credits,Expected_Grade,Course_Confidence,Course_Conf_Value,Like_Math,Like_Math_Value,Optimistic,Optimistic_Value,Smartphone_Type,Number_Siblings,Access_to_Car,Commute_Distance_Miles,Getting_Ready_Minutes,Number_Pets,TV_Hours,Weekly_Work_Hours,Number_Countries,Number_US_States,Tattoos,Number_Piercings,Number_Social_Media,Number_Extra_Curric,Highschool_GPA,Smoker,Legal_Drink_Age,Awards
U1,Female,68,Yes,17,A,Very confident,5,Somewhat disagree,2,Neither agree nor disagree,3,Apple,0,"Yes, I regularly have a car to drive.",1,30,0,10,0,8,15,No,2,5,5,4.12,No,18,Nobel Prize
U1,Female,62,No,18,A,Somewhat confident,4,Somewhat disagree,2,Strongly disagree,1,Apple,2,"No, I do not regularly have a car to drive.",2.5,25,0,20,15,4,6,No,2,3,3,3.79,No,18,Nobel Prize
U1,Female,64,No,15,A,Neither confident nor not confident,3,Strongly disagree,1,Neither agree nor disagree,3,Apple,3,"Yes, I regularly have a car to drive.",2,60,0,5,8,4,6,No,2,4,2,4.5,No,18,Nobel Prize
U1,Male,71,Yes,15,A,Somewhat confident,4,Strongly disagree,1,Strongly agree,5,Apple,2,"Yes, I regularly have a car to drive.",20,20,0,10,10,7,12,No,0,5,3,3.88,No,18,Academy Award
U1,Male,72,No,16,A,Somewhat confident,4,Strongly disagree,1,Somewhat agree,4,Apple,6,"Yes, I regularly have a car to drive.",1,60,1,2,0,3,30,No,0,3,2,3.25,No,18,Olympic Gold Medal
U1,Female,60,Yes,16,B,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,1,"No, I do not regularly have a car to drive.",0,15,0,8,6,3,33,No,4,8,4,3.83,No,18,Olympic Gold Medal
U1,Male,69,No,15,A,Very confident,5,Strongly agree,5,Somewhat agree,4,Apple,2,"No, I do not regularly have a car to drive.",0.5,30,1,7,0,2,9,No,0,4,2,3.8,No,18,Olympic Gold Medal
U1,Female,64,No,15,B,Somewhat confident,4,Somewhat disagree,2,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",0,25,0,2,0,4,13,No,0,5,2,4,No,18,Nobel Prize
U1,Female,67,No,13,A,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,4,"Yes, I regularly have a car to drive.",1,45,1,8,10,6,30,No,2,5,2,4,No,18,Nobel Prize
U1,Female,68,No,15,A,Very confident,5,Neither agree nor disagree,3,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",1,20,2,3,0,2,20,No,2,6,1,3.65,No,21,Olympic Gold Medal
U1,Male,75,Yes,19,A,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,4,"No, I do not regularly have a car to drive.",0,30,1,5,4,5,19,No,0,3,3,3.45,No,18,Nobel Prize
U1,Male,67,No,15,A,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,2,"No, I do not regularly have a car to drive.",25,20,1,10,0,2,5,Yes,0,2,0,3,No,18,Nobel Prize
U1,Female,64,Yes,15,A,Somewhat not confident,2,Somewhat disagree,2,Strongly agree,5,Apple,1,"No, I do not regularly have a car to drive.",0,45,0,4,10,2,20,No,2,5,3,4.2,No,18,Nobel Prize
U1,Female,66,Yes,16,B,Neither confident nor not confident,3,Strongly disagree,1,Somewhat agree,4,Apple,1,"No, I do not regularly have a car to drive.",1,60,0,4,0,10,20,No,0,6,1,3.8,No,21,Academy Award
U1,Male,70,Yes,14,A,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",1,30,0,2,0,0,10,No,0,5,2,4.2,No,18,Nobel Prize
U1,Male,68,No,15,A,Somewhat confident,4,Somewhat disagree,2,Somewhat disagree,2,Apple,0,"Yes, I regularly have a car to drive.",1,60,0,20,15,7,13,No,0,5,3,4,No,18,Nobel Prize
U1,Female,65,No,12,A,Neither confident nor not confident,3,Neither agree nor disagree,3,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",1,20,2,5,10,4,12,No,2,3,3,2.4,No,21,Nobel Prize
U1,Male,70,No,15,A,Very confident,5,Somewhat agree,4,Somewhat agree,4,Android,2,"Yes, I regularly have a car to drive.",11,60,3,30,25,4,12,No,0,4,2,3.65,No,18,Olympic Gold Medal
U1,Male,70,No,16,A,Neither confident nor not confident,3,Somewhat disagree,2,Somewhat agree,4,Apple,2,"No, I do not regularly have a car to drive.",2,30,0,10,0,3,8,No,0,3,2,3.2,No,18,Olympic Gold Medal
U1,Female,69,No,14,A,Very confident,5,Somewhat agree,4,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",0,15,1,5,0,8,16,No,8,4,0,3.4,No,18,Olympic Gold Medal
U1,Female,65,Yes,17,A,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,0,"Yes, I regularly have a car to drive.",0.5,45,1,5,0,2,10,No,4,5,2,3.8,No,18,Nobel Prize
U1,Female,64,Yes,12,B,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Apple,2,"No, I do not regularly have a car to drive.",7,45,0,3,10,1,5,No,3,3,0,,No,19,Nobel Prize
U1,Male,69,No,15,A,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",0.6,35,2,4,0,3,15,No,0,4,2,3.5,No,18,Nobel Prize
U1,Female,66,No,15,A,Neither confident nor not confident,3,Strongly disagree,1,Strongly disagree,1,Apple,3,"Yes, I regularly have a car to drive.",0,30,7,10,35,1,6,Yes,5,4,2,3.8,No,18,Nobel Prize
U1,Male,71,Yes,14,A,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",,45,0,10,15,6,15,No,0,3,3,3.9,No,18,Olympic Gold Medal
U1,Female,69,No,12,B,Very confident,5,Strongly agree,5,Somewhat agree,4,Apple,6,"Yes, I regularly have a car to drive.",17,35,2,9,12,3,14,Yes,10,2,0,3.73,No,25,Olympic Gold Medal
U1,Female,68,Yes,17,A,Neither confident nor not confident,3,Somewhat disagree,2,Somewhat agree,4,Android,1,"Yes, I regularly have a car to drive.",0,20,1,4,10,3,7,No,2,5,2,3.85,No,18,Olympic Gold Medal
U1,Male,72,No,15,A,Very confident,5,Strongly agree,5,Strongly agree,5,Android,1,"Yes, I regularly have a car to drive.",0,20,1,8,8,8,12,No,0,3,3,3.75,No,18,Olympic Gold Medal
U1,Female,64,Yes,15,A,Somewhat confident,4,Neither agree nor disagree,3,Somewhat disagree,2,Apple,1,"No, I do not regularly have a car to drive.",0.5,30,1,6,0,10,7,No,4,4,1,3.9,No,21,Olympic Gold Medal
U1,Male,511,No,17,A,Very confident,5,Strongly agree,5,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",3,35,0,7,24,15,22,No,2,6,4,4.2,No,21,Olympic Gold Medal
U1,Male,74,No,15,B,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",1,20,0,5,0,4,12,Yes,0,5,1,3.23,No,18,Olympic Gold Medal
U1,Male,72,Yes,15,A,Somewhat confident,4,Strongly agree,5,Somewhat agree,4,Apple,0,"No, I do not regularly have a car to drive.",0,40,0,3,10,6,20,No,0,5,2,3.94,No,18,Olympic Gold Medal
U1,Male,72,Yes,16,A,Somewhat confident,4,Neither agree nor disagree,3,Strongly agree,5,Apple,2,"No, I do not regularly have a car to drive.",0,60,1,15,0,4,20,No,0,5,5,3.87,No,18,Nobel Prize
U1,Female,68,No,16,A,Very confident,5,Somewhat disagree,2,Strongly agree,5,Apple,1,"No, I do not regularly have a car to drive.",1,90,0,6,30,5,7,No,5,5,2,3.49,No,18,Nobel Prize
U1,Male,70,Yes,15,A,Neither confident nor not confident,3,Strongly agree,5,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",0,30,0,20,0,4,14,No,0,4,3,3.4,No,18,Olympic Gold Medal
U1,Female,65,Yes,17,A,Very not confident,1,Strongly disagree,1,Strongly disagree,1,Apple,2,"Yes, I regularly have a car to drive.",0,60,4,6,0,3,15,No,8,3,8,4,No,18,Nobel Prize
U1,Male,71,No,16,A,Somewhat confident,4,Strongly disagree,1,Strongly agree,5,Apple,1,"No, I do not regularly have a car to drive.",0.442,15,0,4,6,1,15,No,0,3,1,3.3,No,18,Olympic Gold Medal
U1,Male,71,Yes,16,B,Very not confident,1,Strongly disagree,1,Strongly disagree,1,Android,2,"No, I do not regularly have a car to drive.",1,50,0,7,0,4,10,Yes,0,0,0,4.45,No,18,Nobel Prize
U1,Male,69,No,14,A,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,1,"No, I do not regularly have a car to drive.",0.43,15,0,20,0,3,20,No,0,4,0,3.3,No,10,Olympic Gold Medal
U1,Female,54,Yes,13,B,Very confident,5,Strongly disagree,1,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",1.1,40,0,10,15,1,5,No,2,4,1,2.5,No,21,Academy Award
U1,Male,68,Yes,18,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Android,1,"No, I do not regularly have a car to drive.",0.5,60,1,10,0,2,20,No,0,4,3,3.75,No,18,Nobel Prize
U1,Female,66,Yes,16,B,Somewhat confident,4,Somewhat agree,4,Somewhat disagree,2,Apple,0,"Yes, I regularly have a car to drive.",0.35,60,2,6,20,2,22,No,3,5,2,3.4,No,18,Nobel Prize
U2,Male,73,No,15,B,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,0,"Yes, I regularly have a car to drive.",5,15,0,10,30,5,7,No,0,3,0,3.2,No,18,Nobel Prize
U2,Male,511,No,13,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Apple,0,"Yes, I regularly have a car to drive.",12,60,0,4,12,3,20,No,2,4,1,3.12,No,21,Nobel Prize
U2,Female,62,No,12,A,Neither confident nor not confident,3,Strongly disagree,1,Somewhat agree,4,Android,4,"No, I do not regularly have a car to drive.",10,30,0,3,0,2,10,No,0,3,3,3.9,No,21,Nobel Prize
U2,Male,66,No,13,A,Somewhat confident,4,Somewhat agree,4,Neither agree nor disagree,3,Apple,1,"Yes, I regularly have a car to drive.",10,35,0,5,40,2,5,No,0,4,0,2.98,No,21,Nobel Prize
U2,Male,71,No,16,A,Very confident,5,Strongly agree,5,Strongly agree,5,Apple,0,"No, I do not regularly have a car to drive.",8,45,0,50,35,1,25,No,0,4,23,3.58,No,18,Olympic Gold Medal
U2,Male,56,No,12,B,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,5,"Yes, I regularly have a car to drive.",8,30,0,3,0,2,5,No,0,6,3,3.1,No,19,Academy Award
U2,Male,510,No,15,A,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,3,"No, I do not regularly have a car to drive.",5,45,1,0,55,5,13,No,0,2,1,2,No,18,Nobel Prize
U2,Male,72,No,15,A,Very confident,5,Strongly disagree,1,Somewhat disagree,2,Apple,2,"Yes, I regularly have a car to drive.",15,50,0,8,20,2,3,No,0,3,1,4,No,25,Nobel Prize
U2,Female,64,No,12,B,Somewhat not confident,2,Somewhat disagree,2,Neither agree nor disagree,3,Android,5,"Yes, I regularly have a car to drive.",,30,0,6,20,1,7,No,0,8,0,3.28,No,18,Nobel Prize
U2,Male,71,No,13,B,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",5,35,1,10,0,5,14,No,1,4,1,2.9,No,18,Olympic Gold Medal
U2,Female,62,No,15,B,Somewhat not confident,2,Strongly disagree,1,Neither agree nor disagree,3,Android,0,"No, I do not regularly have a car to drive.",,45,1,1,0,4,10,No,0,3,0,,No,21,Nobel Prize
U2,Male,68,No,13,A,Somewhat confident,4,Somewhat agree,4,Neither agree nor disagree,3,Apple,3,"Yes, I regularly have a car to drive.",20,90,0,1,10,2,3,No,0,5,0,3.04,No,21,Academy Award
U2,Female,62,No,13,A,Somewhat confident,4,Strongly agree,5,Strongly agree,5,Android,4,"No, I do not regularly have a car to drive.",11,21,0,14,0,3,7,No,2,3,1,3.56,No,21,Nobel Prize
U2,Female,60,No,12,A,Somewhat confident,4,Neither agree nor disagree,3,Strongly agree,5,Apple,3,"Yes, I regularly have a car to drive.",10,90,2,5,45,3,5,Yes,0,1,1,3,No,21,Nobel Prize
U2,Female,68,No,17,A,Very confident,5,Strongly disagree,1,Somewhat agree,4,Android,3,"Yes, I regularly have a car to drive.",30,45,2,10,40,0,5,No,0,5,2,3.85,No,18,Olympic Gold Medal
U2,Male,67,No,13,B,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Do not own a smartphone,3,"No, I do not regularly have a car to drive.",20,90,1,0,0,4,7,No,0,1,2,3.48,No,21,Nobel Prize
U2,Male,71,No,18,A,Somewhat confident,4,Neither agree nor disagree,3,Somewhat agree,4,Android,2,"Yes, I regularly have a car to drive.",5,20,2,0,22,16,15,No,0,3,2,3.16,No,18,Nobel Prize
U2,Male,69,No,11,A,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",8.5,30,3,24,65,2,7,No,0,3,0,3.12,No,16,Academy Award
U2,Female,62,No,13,B,Very confident,5,Neither agree nor disagree,3,Neither agree nor disagree,3,Apple,2,"Yes, I regularly have a car to drive.",6,30,2,10,22,2,8,No,0,4,0,3.3,No,18,Olympic Gold Medal
U2,Female,62,No,13,A,Somewhat confident,4,Somewhat disagree,2,Neither agree nor disagree,3,Apple,0,"No, I do not regularly have a car to drive.",6,45,1,6,0,2,4,No,0,2,0,3.75,No,18,Academy Award
U1,Female,66.5,Yes,15,A,Somewhat confident,4,Strongly agree,5,Somewhat agree,4,Apple,3,"Yes, I regularly have a car to drive.",0.5,30,2,5,0,5,25,No,4,3,3,4.56,No,18,Nobel Prize
U2,Female,60,No,15,B,Somewhat confident,4,Strongly agree,5,Somewhat agree,4,Apple,2,"No, I do not regularly have a car to drive.",5.5,45,0,5,30,2,10,No,2,3,0,3.33,No,18,Nobel Prize
U2,Male,66,No,12,B,Somewhat not confident,2,Somewhat agree,4,Somewhat agree,4,Apple,3,"No, I do not regularly have a car to drive.",20,30,0,20,33,2,6,No,0,4,0,2.85,No,18,Olympic Gold Medal
U2,Female,67,No,13,A,Very confident,5,Strongly agree,5,Strongly agree,5,Apple,4,"No, I do not regularly have a car to drive.",15,60,0,15,15,4,9,No,2,3,2,3.5,No,20,Olympic Gold Medal
U2,Male,5.6,No,12,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Apple,7,"No, I do not regularly have a car to drive.",7,50,0,5,11,3,6,No,2,4,3,3.17,No,21,Academy Award
U1,Male,69,No,15,C,Neither confident nor not confident,3,Strongly disagree,1,Strongly agree,5,Apple,3,"No, I do not regularly have a car to drive.",2,15,0,1,5,0,15,Yes,0,6,4,2.79,No,21,Nobel Prize
U2,Male,74,No,12,A,Somewhat confident,4,Somewhat agree,4,Neither agree nor disagree,3,Apple,3,"Yes, I regularly have a car to drive.",5,45,0,10,10,2,15,No,0,4,4,3.4,No,21,Nobel Prize
U1,Female,66,No,17,A,Somewhat confident,4,Neither agree nor disagree,3,Strongly agree,5,Apple,2,"Yes, I regularly have a car to drive.",15,30,1,17,20,7,35,Yes,8,7,3,2,No,18,Nobel Prize
U1,Female,61,Yes,15,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",1,25,1,2,0,5,15,No,5,5,2,4.12,No,18,Olympic Gold Medal
U1,Female,66,Yes,15,B,Somewhat confident,4,Neither agree nor disagree,3,Somewhat agree,4,Apple,3,"Yes, I regularly have a car to drive.",0,20,0,3,22,1,7,No,2,3,1,3.67,No,21,Nobel Prize
U1,Male,66,Yes,15,A,Somewhat not confident,2,Strongly disagree,1,Neither agree nor disagree,3,Android,6,"Yes, I regularly have a car to drive.",12,120,0,1,15,3,5,No,0,1,2,3.98,No,24,Academy Award
U2,Male,55,No,12,A,Very confident,5,Strongly agree,5,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",30,15,0,7,24,3,4,No,0,1,1,3.5,No,25,Academy Award
U2,Female,49,No,9,B,Somewhat confident,4,Somewhat disagree,2,Somewhat disagree,2,Android,2,"No, I do not regularly have a car to drive.",1,15,1,40,0,2,5,No,0,8,0,3.4,No,22,Academy Award
U2,Female,63,No,12,A,Somewhat confident,4,Somewhat agree,4,Neither agree nor disagree,3,Android,0,"No, I do not regularly have a car to drive.",10,100,0,15,0,2,4,No,2,2,0,2.8,No,21,Nobel Prize
U1,Male,67,Yes,15,A,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,1,"No, I do not regularly have a car to drive.",0.2,30,0,3,4,5,24,No,0,8,1,3.65,No,19,Academy Award
U1,Female,63,No,16,B,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Android,3,"Yes, I regularly have a car to drive.",13,60,3,9,9,8,10,No,0,2,1,3.54,No,21,Nobel Prize
U1,Male,70,Yes,12,A,Somewhat confident,4,Neither agree nor disagree,3,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",1,20,0,20,0,3,5,No,0,5,3,2.9,No,21,Nobel Prize
U1,Female,65,No,14,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",2,30,1,6,0,8,25,Yes,5,5,5,3.77,No,18,Nobel Prize
U1,Male,69,No,15,A,Somewhat confident,4,Neither agree nor disagree,3,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",0,30,0,7,12,2,10,No,0,4,0,3.25,No,18,Olympic Gold Medal
U1,Female,64,Yes,16,B,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Apple,5,"No, I do not regularly have a car to drive.",0,60,0,10,0,3,5,No,7,4,1,3.57,No,18,Nobel Prize
U1,Male,70,Yes,15,A,Somewhat confident,4,Strongly disagree,1,Neither agree nor disagree,3,Apple,1,"No, I do not regularly have a car to drive.",0.7,20,0,6,,4,16,No,0,2,4,4,No,18,Nobel Prize
U1,Female,66,No,16,B,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,3,"No, I do not regularly have a car to drive.",1,30,2,6,15,3,10,No,8,5,1,3.8,No,18,Academy Award
U1,Female,63,Yes,17,A,Somewhat confident,4,Neither agree nor disagree,3,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",13,90,1,10,0,5,11,No,2,3,0,3.89,No,20,Nobel Prize
U1,Male,70,No,12,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",33,30,0,20,35,3,5,No,2,3,2,3.3,No,18,Nobel Prize
U1,Female,64,Yes,15,A,Somewhat confident,4,Neither agree nor disagree,3,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",0,60,2,7,5,1,12,No,6,6,3,3.78,No,18,Olympic Gold Medal
U1,Male,66,No,14,A,Somewhat confident,4,Somewhat disagree,2,Neither agree nor disagree,3,Android,2,"Yes, I regularly have a car to drive.",30,20,0,30,11,2,6,No,0,1,1,3.3,No,19,Nobel Prize
U1,Male,71,Yes,17,A,Somewhat confident,4,Somewhat agree,4,Neither agree nor disagree,3,Android,2,"No, I do not regularly have a car to drive.",1,45,0,3,,1,7,No,0,5,4,4,No,18,Nobel Prize
U1,Male,68,No,12,B,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",40,80,2,7,6,2,3,No,0,5,1,3.3,No,21,Olympic Gold Medal
U1,Female,63,Yes,15,B,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,1,"No, I do not regularly have a car to drive.",0,30,3,4,20,6,5,No,0,4,1,4.28,No,18,Olympic Gold Medal
U1,Female,70,Yes,16,A,Neither confident nor not confident,3,Somewhat agree,4,Strongly agree,5,Apple,3,"Yes, I regularly have a car to drive.",3,60,0,4,4,13,30,No,2,3,3,3.71,No,18,Olympic Gold Medal
U1,Female,67,Yes,19,A,Somewhat confident,4,Neither agree nor disagree,3,Somewhat agree,4,Apple,3,"No, I do not regularly have a car to drive.",0,60,1,3,0,1,8,No,2,7,3,3.4,No,21,Nobel Prize
U1,Male,71,No,16,A,Very confident,5,Strongly disagree,1,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",300,60,2,10,20,1,8,No,0,5,0,3.6,No,18,Olympic Gold Medal
U1,Male,70,No,15,A,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",2,50,1,4,0,3,6,No,0,4,2,3.5,No,18,Olympic Gold Medal
U1,Female,52,No,17,Other,Very confident,5,Strongly agree,5,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",0.1,35,1,7,0,8,15,No,4,4,2,3.2,No,20,Nobel Prize
U1,Male,70,No,16,A,Very confident,5,Somewhat agree,4,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",2,10,0,5,30,5,10,No,0,2,2,4,Yes,21,Olympic Gold Medal
U1,Male,65,Yes,15,B,Somewhat not confident,2,Strongly disagree,1,Somewhat agree,4,Apple,0,"Yes, I regularly have a car to drive.",30,30,1,7,6,5,35,No,2,4,1,3.63,No,18,Olympic Gold Medal
U1,Female,70,Yes,17,A,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,1,"No, I do not regularly have a car to drive.",0,45,0,10,10,11,20,Yes,2,5,1,4,No,20,Olympic Gold Medal
U1,Female,69,Yes,14,A,Somewhat confident,4,Neither agree nor disagree,3,Neither agree nor disagree,3,Apple,2,"No, I do not regularly have a car to drive.",0,30,1,5,0,3,16,No,3,5,1,3.65,No,21,Olympic Gold Medal
U1,Female,62,No,16,A,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",5,45,0,6,8,4,6,No,3,4,0,3.76,No,21,Olympic Gold Medal
U1,Female,66,Yes,16,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Apple,1,"No, I do not regularly have a car to drive.",0,60,1,6,0,4,8,No,2,4,1,4.6,No,21,Nobel Prize
U1,Female,70,Yes,14,B,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",30,60,1,4,0,8,14,No,1,5,4,4,No,18,Olympic Gold Medal
U1,Female,63,No,15,B,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,2,"No, I do not regularly have a car to drive.",0.1,45,0,4,0,7,15,No,5,5,3,3.45,No,21,Olympic Gold Medal
U1,Female,63,No,19,B,Somewhat confident,4,Strongly disagree,1,Neither agree nor disagree,3,Apple,1,"No, I do not regularly have a car to drive.",5,20,1,5,12,1,7,Yes,1,6,2,3.75,No,21,Academy Award
U1,Male,70,Yes,16,C,Neither confident nor not confident,3,Strongly disagree,1,Somewhat disagree,2,Apple,2,"No, I do not regularly have a car to drive.",0,20,0,5,30,2,10,No,0,5,2,3.8,No,18,Nobel Prize
U1,Female,63,No,16,A,Somewhat confident,4,Strongly agree,5,Somewhat disagree,2,Apple,3,"Yes, I regularly have a car to drive.",1,30,4,15,0,2,15,No,0,3,2,3.9,No,18,Nobel Prize
U1,Female,62,Yes,15,A,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,2,"No, I do not regularly have a car to drive.",0,30,0,10,0,0,25,No,5,3,4,3.88,No,18,Olympic Gold Medal
U1,Female,59,Yes,15,A,Somewhat confident,4,Strongly disagree,1,Neither agree nor disagree,3,Apple,1,"No, I do not regularly have a car to drive.",0,45,0,20,0,9,38,No,2,7,5,4.42,No,18,Nobel Prize
U1,Female,71,No,16,A,Very confident,5,Strongly agree,5,Strongly agree,5,Apple,2,"Yes, I regularly have a car to drive.",1,30,2,3,12,4,30,No,2,5,3,4.31,No,19,Olympic Gold Medal
U1,Female,64,Yes,16,A,Very confident,5,Somewhat disagree,2,Neither agree nor disagree,3,Android,2,"No, I do not regularly have a car to drive.",0,45,0,20,0,7,10,No,2,5,1,3.89,No,18,Academy Award
U1,Female,70,Yes,16,A,Neither confident nor not confident,3,Neither agree nor disagree,3,Somewhat agree,4,Apple,1,"No, I do not regularly have a car to drive.",,45,2,3,9,4,9,No,2,4,0,3.82,No,18,Nobel Prize
U1,Female,63,Yes,17,A,Very confident,5,Neither agree nor disagree,3,Somewhat disagree,2,Apple,1,"No, I do not regularly have a car to drive.",0,45,3,7,0,5,12,No,2,2,3,4.27,No,18,Nobel Prize
U1,Female,65,Yes,15,A,Very confident,5,Somewhat disagree,2,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",0,45,5,25,10,8,30,Yes,9,4,2,4.35,No,18,Olympic Gold Medal
U1,Female,64,Yes,15,B,Somewhat confident,4,Strongly disagree,1,Somewhat agree,4,Apple,2,"No, I do not regularly have a car to drive.",1,70,0,2,0,2,8,No,2,4,0,3.33,No,18,Nobel Prize
U1,Female,59,Yes,16,A,Somewhat confident,4,Neither agree nor disagree,3,Strongly agree,5,Apple,3,"No, I do not regularly have a car to drive.",0,30,1,6,0,7,14,No,4,4,3,3.5,No,19,Nobel Prize
U1,Male,73,No,12,B,Neither confident nor not confident,3,Somewhat agree,4,Somewhat agree,4,Android,5,"Yes, I regularly have a car to drive.",20,45,0,5,25,1,10,No,0,5,3,3.31,No,18,Olympic Gold Medal
U1,Male,66,No,15,A,Somewhat confident,4,Neither agree nor disagree,3,Somewhat agree,4,Apple,3,"Yes, I regularly have a car to drive.",10,1,0,0,30,10,1,Yes,0,2,2,2.7,No,18,Academy Award
U1,Female,62,Yes,14,A,Somewhat confident,4,Strongly disagree,1,Somewhat agree,4,Apple,3,"No, I do not regularly have a car to drive.",0,60,0,10,0,4,12,No,9,3,2,3.8,No,18,Olympic Gold Medal
U1,Female,57,Yes,16,A,Somewhat confident,4,Strongly agree,5,Strongly agree,5,Apple,1,"No, I do not regularly have a car to drive.",0.5,5,2,2,25,5,9,No,4,6,1,3.14,No,20,Olympic Gold Medal
U1,Female,63,Yes,16,A,Neither confident nor not confident,3,Somewhat disagree,2,Somewhat agree,4,Apple,1,"No, I do not regularly have a car to drive.",0,30,0,0,0,7,11,No,4,6,0,3.7,No,21,Academy Award
U1,Male,69,Yes,15,B,Somewhat confident,4,Somewhat agree,4,Neither agree nor disagree,3,Apple,1,"No, I do not regularly have a car to drive.",1,30,1,10,0,7,13,No,,3,2,3.42,No,18,Olympic Gold Medal
U1,Male,71,No,12,A,Somewhat confident,4,Neither agree nor disagree,3,Somewhat agree,4,Apple,5,"Yes, I regularly have a car to drive.",0.5,10,0,5,0,20,20,No,0,4,1,3.2,No,18,Olympic Gold Medal
U1,Female,63,Yes,13,A,Somewhat confident,4,Strongly disagree,1,Neither agree nor disagree,3,Apple,1,"Yes, I regularly have a car to drive.",,60,5,5,0,2,7,No,7,6,2,3.4,No,18,Nobel Prize
U1,Female,67,No,6,B,Somewhat confident,4,Strongly disagree,1,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",25,20,0,12,0,7,9,No,15,4,0,2.9,No,18,Nobel Prize
U1,Male,69,No,15,Other,Neither confident nor not confident,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Apple,0,"Yes, I regularly have a car to drive.",3.5,20,0,2,0,3,5,No,0,2,2,3.53,No,21,Olympic Gold Medal
U1,Male,68,No,17,A,Neither confident nor not confident,3,Somewhat agree,4,Neither agree nor disagree,3,Android,0,"No, I do not regularly have a car to drive.",2,90,1,8,0,9,11,No,0,2,4,4.56,No,18,Academy Award
U4,Female,64,No,14,B,Somewhat confident,4,Neither agree nor disagree,3,Neither agree nor disagree,3,Apple,1,"Yes, I regularly have a car to drive.",3.4,40,0,5,9,1,11,No,5,4,,,No,18,Nobel Prize
